Time,Zone1,Zone2,Zone3,Zone4,Zone5
6/14/2016 2:00,0.186469592,0.186469592,0.186469592,0.186469592,0.186469592
6/14/2016 3:00,0.177856918,0.177856918,0.177856918,0.177856918,0.177856918
6/14/2016 4:00,0.178105959,0.178105959,0.178105959,0.178105959,0.178105959
6/14/2016 5:00,0.187092195,0.187092195,0.187092195,0.187092195,0.187092195
6/14/2016 6:00,0.185058359,0.185058359,0.185058359,0.185058359,0.185058359
6/14/2016 7:00,0.201287543,0.201287543,0.201287543,0.201287543,0.201287543
6/14/2016 8:00,0.193338978,0.193338978,0.193338978,0.193338978,0.193338978
6/14/2016 9:00,0.22720858,0.22720858,0.22720858,0.22720858,0.22720858
6/14/2016 10:00,0.23839468,0.23839468,0.23839468,0.23839468,0.23839468
6/14/2016 11:00,0.235675981,0.235675981,0.235675981,0.235675981,0.235675981
6/14/2016 12:00,0.235198652,0.235198652,0.235198652,0.235198652,0.235198652
6/14/2016 13:00,0.240262489,0.240262489,0.240262489,0.240262489,0.240262489
6/14/2016 14:00,0.237855091,0.237855091,0.237855091,0.237855091,0.237855091
6/14/2016 15:00,0.238705982,0.238705982,0.238705982,0.238705982,0.238705982
6/14/2016 16:00,0.227395361,0.227395361,0.227395361,0.227395361,0.227395361
6/14/2016 17:00,0.223223921,0.223223921,0.223223921,0.223223921,0.223223921
6/14/2016 18:00,0.207451312,0.207451312,0.207451312,0.207451312,0.207451312
6/14/2016 19:00,0.214071657,0.214071657,0.214071657,0.214071657,0.214071657
6/14/2016 20:00,0.193110691,0.193110691,0.193110691,0.193110691,0.193110691
6/14/2016 21:00,0.2007272,0.2007272,0.2007272,0.2007272,0.2007272
6/14/2016 22:00,0.189458086,0.189458086,0.189458086,0.189458086,0.189458086
6/14/2016 23:00,0.175657054,0.175657054,0.175657054,0.175657054,0.175657054
6/15/2016 0:00,0.175158971,0.175158971,0.175158971,0.175158971,0.175158971
